Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien,adresse_complete,longitude,latitude
1,Agence Genas,AF16007,Porte de garage,Non,"2, ALLEE DES BOUVREUILS ",TASSIN LA DEMI LUNE,73,SDC LE SYCOMORE,Yann GENIEIS,"2, ALLEE DES BOUVREUILS , TASSIN LA DEMI LUNE, France",4.7467991,45.753718
1,Agence Genas,AF16008,Portail,Non,"21,CHEMIN DE CHIRADIE",BRIGNAIS,73,SDC LA CHIRADIE,Yann GENIEIS,"21,CHEMIN DE CHIRADIE, BRIGNAIS, France",4.7658004,45.6712475
1,Agence Genas,AF16009,Ascenseur,Non,"43,QUAI PIERRE SCIZE ",LYON,72,"SDC - 43, QUAI PIERRE SCIZE ",Nouredine BOUNAAS,"43,QUAI PIERRE SCIZE , LYON, France",4.8186556,45.7661049
1,Agence Genas,AF16015,Ascenseur,Non,"23, RUE LORTET ",LYON,45,"SDC 23, RUE LORTET ",Mohamed BESSAFI,"23, RUE LORTET , LYON, France",4.8374403,45.7427222
1,Agence Genas,AF16013,Ascenseur,Non,6 rue des Teinturiers,LYON,53,SDC- L'HELIODORE,Christopher WILTORD,"6 rue des Teinturiers, LYON, France",4.8668192,45.7586961
1,Agence Genas,AF16014,Ascenseur,Non,80 cours de la République,Villeurbanne,27,SDC - 80 COURS DE LA RÉPUBLIQUE ,Luc CHAROLLAIS,"80 cours de la République, Villeurbanne, France",4.8739654,45.7640866
1,Agence Genas,AF16019,Ascenseur,Non,"1, QUAI FULCHIRON ",lyon,72,"SDC - 1,QUAI FULCHIRON",Nouredine BOUNAAS,"1, QUAI FULCHIRON , lyon, France",4.8274812,45.7593756
1,Agence Genas,CN086A1,Ascenseur,Non,"4, RUE ANDRE PALISSON ",OYONNAX,48,RESIDENCE CROIX ROUSSE,Paul SAULNIER,"4, RUE ANDRE PALISSON , OYONNAX, France",5.6568321,46.2568346
1,Agence Genas,CN086A2,Ascenseur,Non,"2, RUE ANDRE PALISSON ",OYONNAX,48,RESIDENCE CROIX ROUSSE,Paul SAULNIER,"2, RUE ANDRE PALISSON , OYONNAX, France",5.6568321,46.2568346
1,Agence Genas,CN086H,Ascenseur,Oui,"1, PLACE LIEUTENANT BRUN",OYONNAX,48,RESIDENCE CROIX ROUSSE,Paul SAULNIER,"1, PLACE LIEUTENANT BRUN, OYONNAX, France",5.656347,46.256902
1,Agence Genas,CN088,Ascenseur,Non,"12, CLOS DES MURIERS",SAINT MAURICE SUR DARGOIRE ,6,SDC Les Balcons de Saint Maurice,Aurélien GUERIN,"12, CLOS DES MURIERS, SAINT MAURICE SUR DARGOIRE , France",4.632711,45.584582
1,Agence Genas,AF16056,Ascenseur,Non,"2, AVENUE DAMICHON",CRAPONNE,6,SDC VILLA ADRIANA,Aurélien GUERIN,"2, AVENUE DAMICHON, CRAPONNE, France",4.7223232,45.7476983
1,Agence Genas,AF16061,Ascenseur,Non,39 Cours Franklin Roosevelt,LYON,56,SDC 39 FRANKLIN ROOSEVELT,Yaya DOUCOURE ,"39 Cours Franklin Roosevelt, LYON, France",4.8482311,45.7692168
1,Agence Genas,AF16092,Ascenseur,Non,2 quai Jean Moulin,LYON,56,SDC 2 QUAI JEAN MOULIN,Yaya DOUCOURE ,"2 quai Jean Moulin, LYON, France",4.8377592,45.7676054
1,Agence Genas,AF18099,Ascenseur,Non,"1, RUE TRONCHET",LYON,56,"SDC 1, RUE TRONCHET",Yaya DOUCOURE ,"1, RUE TRONCHET, LYON, France",4.8431699,45.7694816
1,Agence Genas,AF16102,Ascenseur,Non,20 rue Juiverie,LYON,72,SDC 20 rue Juiverie,Nouredine BOUNAAS,"20 rue Juiverie, LYON, France",4.8273397,45.7647721
1,Agence Genas,AF16103,Ascenseur,Non,15.17.19 rue Charles de Gaulle,GRIGNY,70,SDC LES HAUTS DE GRIGNY I,Guillaume LANGLOIS,"15.17.19 rue Charles de Gaulle, GRIGNY, France",4.7833511,45.60658
1,Agence Genas,AF16104,Ascenseur,Non,"338,Avenue Berthelot",LYON,45,SDC 338 Avenue Berthelot,Mohamed BESSAFI,"338,Avenue Berthelot, LYON, France",4.8680011,45.7367451
1,Agence Genas,AF16105,Ascenseur,Non,30 rue du Docteur Bonhomme,LYON,45,PATIO LUMIÈRE ,Mohamed BESSAFI,"30 rue du Docteur Bonhomme, LYON, France",4.8730286,45.7444286
1,Agence Genas,AF16106,Ascenseur,Non,5 impasse des platanes,LYON,45,PATIO LUMIÈRE ,Mohamed BESSAFI,"5 impasse des platanes, LYON, France",4.8724418,45.7445101
1,Agence Genas,AF16109,Portail,Non,15.17.19 rue Charles de Gaulle,GRIGNY,73,SDC LES HAUTS DE GRIGNY I,Yann GENIEIS,"15.17.19 rue Charles de Gaulle, GRIGNY, France",4.7833511,45.60658
1,Agence Genas,AF16110,Porte de garage,Non,15.17.19 rue Charles de Gaulle,GRIGNY,73,SDC LES HAUTS DE GRIGNY I,Yann GENIEIS,"15.17.19 rue Charles de Gaulle, GRIGNY, France",4.7833511,45.60658
1,Agence Genas,AF16111,Porte de garage,Non,15.17.19 rue Charles de Gaulle,GRIGNY,73,SDC LES HAUTS DE GRIGNY I,Yann GENIEIS,"15.17.19 rue Charles de Gaulle, GRIGNY, France",4.7833511,45.60658
1,Agence Genas,AF16112,Ascenseur,Oui,21 rue Vauban,LYON,56,SDC 21 rue Vauban,Yaya DOUCOURE ,"21 rue Vauban, LYON, France",4.8440251,45.7649848
1,Agence Genas,AF16116,Monte-Charge,Non,11 rue de la Barre,LYON,56,SUSHI SHOP,Yaya DOUCOURE ,"11 rue de la Barre, LYON, France",4.8359682,45.7575564
1,Agence Genas,AF16122,Ascenseur,Non,34 avenue Debourg,LYON,45,SDC LE LIBERTY SQUARE,Mohamed BESSAFI,"34 avenue Debourg, LYON, France",4.8280237,45.7313868
1,Agence Genas,AF16130,Ascenseur,Non,22 rue Joseph Serlin,LYON,47,SDC 22 RUE JOSEPH SERLIN,Nefis ALIOUCHE,"22 rue Joseph Serlin, LYON, France",4.8372593,45.7676459
1,Agence Genas,AF16149,Monte-Charge,Non,"34 bis, boulevard des Brotteaux",LYON,56,L'HORLOGE DES BROTTEAUX,Yaya DOUCOURE ,"34 bis, boulevard des Brotteaux, LYON, France",4.856749,45.7674196
1,Agence Genas,AF16179,Porte de garage,Non,20 rue de l'espérance,LYON,21,SDC GREEN CASCADE,Romain RICORDEAU ,"20 rue de l'espérance, LYON, France",4.8744129,45.7567009
1,Agence Genas,AF16226,Ascenseur,Non,24 Rue de La Part Dieu ,LYON,53,SCI MARCEL,Christopher WILTORD,"24 Rue de La Part Dieu , LYON, France",4.8431747,45.7591905
1,Agence Genas,525776,Portail,Non,68-72 rue Bataille,LYON,21,SNEF - Marché Orange Bron Fermeture,Romain RICORDEAU ,"68-72 rue Bataille, LYON, France",4.8673575,45.7386975
1,Agence Genas,AF16233,Ascenseur,Oui,11 Cours Lafayette,LYON,56,SDC 11 cours Lafayette ,Yaya DOUCOURE ,"11 Cours Lafayette, LYON, France",4.8431906,45.7636795
1,Agence Genas,AF16238,Ascenseur,Non,23 Rue Docteur Bonhomme,LYON,53,SDC LE VERSEAU,Christopher WILTORD,"23 Rue Docteur Bonhomme, LYON, France",4.8734076,45.7452075
1,Agence Genas,AF16239,Ascenseur,Non,25 Rue Docteur Bonhomme,LYON,53,SDC LE VERSEAU,Christopher WILTORD,"25 Rue Docteur Bonhomme, LYON, France",4.8733844,45.7451285
1,Agence Genas,AF16240,Ascenseur,Non,119 Cours Albert Thomas ,LYON,53,SDC LE VERSEAU,Christopher WILTORD,"119 Cours Albert Thomas , LYON, France",4.8735016,45.7448932
1,Agence Genas,AF16241,Ascenseur,Non,121 Cours Albert Thomas ,LYON,53,SDC LE VERSEAU,Christopher WILTORD,"121 Cours Albert Thomas , LYON, France",4.8736274,45.74485
1,Agence Genas,AF16242,Portail,Non,17 rue Marcel Mérieux,Corbas,73,GRAND FRAIS,Yann GENIEIS,"17 rue Marcel Mérieux, Corbas, France",4.91561,45.6704376
1,Agence Genas,AF16243,Portail,Non,17 rue Marcel Mérieux,Corbas,73,GRAND FRAIS,Yann GENIEIS,"17 rue Marcel Mérieux, Corbas, France",4.91561,45.6704376
1,Agence Genas,AF16244,Ascenseur,Non,51 Grande rue de la Guillotière,LYON,45,SDC Le Porche de La Guille,Mohamed BESSAFI,"51 Grande rue de la Guillotière, LYON, France",4.8447361,45.7533538
1,Agence Genas,AF16254,Ascenseur,Non,24 Rue Mazenod,LYON,53,SDC 24 rue Mazenod,Christopher WILTORD,"24 Rue Mazenod, LYON, France",4.8431444,45.7584659
1,Agence Genas,AF17259,Ascenseur,Non,16 rue du Plat,LYON,56,SDC 16 rue du Plat,Yaya DOUCOURE ,"16 rue du Plat, LYON, France",4.8290864,45.7578738
1,Agence Genas,AF17306,Porte de garage,Non,23 rue Sergent Michel Berthet,LYON,21,MMA Cheney,Romain RICORDEAU ,"23 rue Sergent Michel Berthet, LYON, France",4.8054006,45.7744149
1,Agence Genas,AF16307,Ascenseur,Non,8 - 10 - 12 Rue de Lattre de Tassigny     ,La Mulatière ,71,SDC LA MULATINE,Kenzy CHABBI,"8 - 10 - 12 Rue de Lattre de Tassigny     , La Mulatière , France",4.8092389,45.7296855
1,Agence Genas,AF16308,Ascenseur,Non,8 - 10 - 12 Rue de Lattre de Tassigny     ,La Mulatière ,71,SDC LA MULATINE,Kenzy CHABBI,"8 - 10 - 12 Rue de Lattre de Tassigny     , La Mulatière , France",4.8092389,45.7296855
1,Agence Genas,AF16309,Ascenseur,Non,8 - 10 - 12 Rue de Lattre de Tassigny     ,La Mulatière ,71,SDC LA MULATINE,Kenzy CHABBI,"8 - 10 - 12 Rue de Lattre de Tassigny     , La Mulatière , France",4.8092389,45.7296855
1,Agence Genas,AF16310,Ascenseur,Non,57 - 59 - 61 Avenue Valioud     ,SAINTE FOY LES LYON,71,SDC LE VAL ROSE ,Kenzy CHABBI,"57 - 59 - 61 Avenue Valioud     , SAINTE FOY LES LYON, France",4.805655,45.7380786
1,Agence Genas,AF16311,Ascenseur,Non,57 - 59 - 61 Avenue Valioud     ,SAINTE FOY LES LYON,71,SDC LE VAL ROSE ,Kenzy CHABBI,"57 - 59 - 61 Avenue Valioud     , SAINTE FOY LES LYON, France",4.805655,45.7380786
1,Agence Genas,AF16312,Ascenseur,Non,57 - 59 - 61 Avenue Valioud     ,SAINTE FOY LES LYON,71,SDC LE VAL ROSE ,Kenzy CHABBI,"57 - 59 - 61 Avenue Valioud     , SAINTE FOY LES LYON, France",4.805655,45.7380786
1,Agence Genas,AF16313,Ascenseur,Non,306 Rue Duguesclin     ,LYON,53,SDC LE SERENO,Christopher WILTORD,"306 Rue Duguesclin     , LYON, France",4.8500805,45.7537658
1,Agence Genas,571703,Portail,Non,172 Rue Picardie,LA VERPILLIERE,58,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME ,"172 Rue Picardie, LA VERPILLIERE, France",5.1334409,45.642246
1,Agence Genas,AF237569,Porte automatique,Non,12 RUE DU CREUZAT,L'ISLE-D'ABEAU,58,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME ,"12 RUE DU CREUZAT, L'ISLE-D'ABEAU, France",5.2233284,45.6156155
1,Agence Genas,578877,Porte automatique,Non,12 RUE DU CREUZAT,L'ISLE-D'ABEAU,58,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME ,"12 RUE DU CREUZAT, L'ISLE-D'ABEAU, France",5.2233284,45.6156155
1,Agence Genas,AF16389,Portail,Non,"54, Saint theobald ",L'ISLE-D'ABEAU,58,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME ,"54, Saint theobald , L'ISLE-D'ABEAU, France",5.2111373,45.6168958
1,Agence Genas,578873,Portail,Non,8 A 10 AVENUE BEAUSEJOUR,VIENNE,73,SNEF - Marché Orange Nord Isère Fermeture,Yann GENIEIS,"8 A 10 AVENUE BEAUSEJOUR, VIENNE, France",4.8669998,45.5190138
1,Agence Genas,525644,Portail,Non,1 AVENUE DES ALPES,BOURGOIN-JALLIEU,58,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME ,"1 AVENUE DES ALPES, BOURGOIN-JALLIEU, France",5.2753421,45.584628
1,Agence Genas,AF16399,Ascenseur,Non,13 AVENUE DEBROUSSE,LYON,71,SDC LES JARDINS DE FONTANIERE,Kenzy CHABBI,"13 AVENUE DEBROUSSE, LYON, France",4.8134185,45.7486715
1,Agence Genas,AF17411,Portail,Non,"9, Avenue Albert Thomas ",Saint Fons ,73,SNEF - Marché Orange Bron Fermeture,Yann GENIEIS,"9, Avenue Albert Thomas , Saint Fons , France",4.8590352,45.7067784
1,Agence Genas,AF17412,Ascenseur,Non,204 cours Emile Zola,Villeurbanne,27,SDC 204 cours Emile Zola,Luc CHAROLLAIS,"204 cours Emile Zola, Villeurbanne, France",4.8845747,45.7684884
1,Agence Genas,AF250413,Portail,Non,1-11 RUE JEAN PAUL CHARRA,Vaulx en Velin,21,SDC LE VERT HORIZON,Romain RICORDEAU ,"1-11 RUE JEAN PAUL CHARRA, Vaulx en Velin, France",4.9190225,45.7900785
1,Agence Genas,AF17419,Ascenseur,Non,"17, rue de la Part Dieu",LYON,53,SDC LE GRIGNAN,Christopher WILTORD,"17, rue de la Part Dieu, LYON, France",4.8436309,45.7593839
1,Agence Genas,AF17426,Ascenseur,Non,78 cours Docteur long,Lyon,53,SDC 78 COURS DOCTEUR LONG,Christopher WILTORD,"78 cours Docteur long, Lyon, France",4.8868092,45.7501962
1,Agence Genas,AF17427,Ascenseur,Non,2 rue Jean-François Ligonnet,Saint Bonnet de Mure,70,SDC LE LEVANT,Guillaume LANGLOIS,"2 rue Jean-François Ligonnet, Saint Bonnet de Mure, France",5.0291335,45.6937146
1,Agence Genas,AF17428,Ascenseur,Non,4 rue Jean-François Ligonnet,Saint Bonnet de Mure,70,SDC LE LEVANT,Guillaume LANGLOIS,"4 rue Jean-François Ligonnet, Saint Bonnet de Mure, France",5.0287616,45.6939116
1,Agence Genas,AF17430,Ascenseur,Non,8 rue Charles Plagniard,Saint Bonnet de Mure,70,SDC Le Ponant,Guillaume LANGLOIS,"8 rue Charles Plagniard, Saint Bonnet de Mure, France",5.0282047,45.694532
1,Agence Genas,hors contrat,Monte-Charge,Non,129 Avenue Philippe Auguste,PARIS,4,PRESTASERVICE,ILEX-Paris,"129 Avenue Philippe Auguste, PARIS, France",2.3897086,48.8580246
1,Agence Genas,AF18460,Ascenseur,Non,271 rue Paul Bert,LYON,53,SDC 271 RUE PAUL BERT,Christopher WILTORD,"271 rue Paul Bert, LYON, France",4.8689077,45.7566563
1,Agence Genas,AF17462,Ascenseur,Non,295 route de vienne,Vénissieux,65,LE GAI LOGIS,Khalil BELLAL,"295 route de vienne, Vénissieux, France",4.8540798,45.7255465
1,Agence Genas,AF17463,Ascenseur,Non,295 route de vienne,Vénissieux,65,LE GAI LOGIS,Khalil BELLAL,"295 route de vienne, Vénissieux, France",4.8540798,45.7255465
1,Agence Genas,AF17464,Ascenseur,Non,295 route de vienne,Vénissieux,65,LE GAI LOGIS,Khalil BELLAL,"295 route de vienne, Vénissieux, France",4.8540798,45.7255465
1,Agence Genas,AF17489,Portail,Non,19 Bis rue Boiron,MORNANT,73,SDC Les Papillons,Yann GENIEIS,"19 Bis rue Boiron, MORNANT, France",4.6735622,45.6169085
1,Agence Genas,AF17490,Porte de garage,Non,19 Bis rue Boiron,MORNANT,73,SDC Les Papillons,Yann GENIEIS,"19 Bis rue Boiron, MORNANT, France",4.6735622,45.6169085
1,Agence Genas,AF17494,Ascenseur,Non,27 bis rue de l'Egalité,Vaulx en Velin,47,SDC Les Bosquets,Nefis ALIOUCHE,"27 bis rue de l'Egalité, Vaulx en Velin, France",4.924101,45.784602
1,Agence Genas,AF17495,Ascenseur,Non,27 bis rue de l'Egalité,Vaulx en Velin,47,SDC Les Bosquets,Nefis ALIOUCHE,"27 bis rue de l'Egalité, Vaulx en Velin, France",4.924101,45.784602
1,Agence Genas,AF17496,Ascenseur,Non,27 bis rue de l'Egalité,Vaulx en Velin,47,SDC Les Bosquets,Nefis ALIOUCHE,"27 bis rue de l'Egalité, Vaulx en Velin, France",4.924101,45.784602
1,Agence Genas,AF17497,Ascenseur,Non,27 bis rue de l'Egalité,Vaulx en Velin,47,SDC Les Bosquets,Nefis ALIOUCHE,"27 bis rue de l'Egalité, Vaulx en Velin, France",4.924101,45.784602
1,Agence Genas,AF17521,Portail,Non,31 rue Boiron ,MORNANT,73,SDC Pole Santé ,Yann GENIEIS,"31 rue Boiron , MORNANT, France",4.6707828,45.6160994
1,Agence Genas,AF17608,Ascenseur,Non,3 rue Vaillant Couturier,Vénissieux,65,Les Deux Moulins,Khalil BELLAL,"3 rue Vaillant Couturier, Vénissieux, France",4.8551088,45.7250814
1,Agence Genas,AF17609,Ascenseur,Non,5 rue Vaillant Couturier,Vénissieux,65,Les Deux Moulins,Khalil BELLAL,"5 rue Vaillant Couturier, Vénissieux, France",4.8553265,45.7251562
1,Agence Genas,AF17646,Ascenseur,Non,20 cours Charlemagne,LYON,56,SDC 20 cours Charlemagne,Yaya DOUCOURE ,"20 cours Charlemagne, LYON, France",4.8242235,45.7469562
1,Agence Genas,AF17689,Ascenseur,Non,2/4 rue Hector Berlioz,La Tour du Pin,70,ENVISOL,Guillaume LANGLOIS,"2/4 rue Hector Berlioz, La Tour du Pin, France",5.4470333,45.5624539
1,Agence Genas,AF17691,Ascenseur,Non,115 RUE VENDOME,LYON,56,SDC 115 rue Vendôme,Yaya DOUCOURE ,"115 RUE VENDOME, LYON, France",4.845557,45.7675096
1,Agence Genas,AF17692,Ascenseur,Non,113 RUE VENDOME,LYON,56,SDC 113 rue Vendôme ,Yaya DOUCOURE ,"113 RUE VENDOME, LYON, France",4.8455316,45.7676533
1,Agence Genas,AF17693,Ascenseur,Non,26 rue de la Part Dieu,LYON,53,SDC Le Platinium ,Christopher WILTORD,"26 rue de la Part Dieu, LYON, France",4.8433805,45.759205
1,Agence Genas,AF200695,Ascenseur,Non,57 Avenue Viviani,LYON,45,SDC LES AMANDIERS,Mohamed BESSAFI,"57 Avenue Viviani, LYON, France",4.8670295,45.7257037
1,Agence Genas,AF200696,Ascenseur,Non,59 Avenue Viviani,LYON,45,SDC LES AMANDIERS,Mohamed BESSAFI,"59 Avenue Viviani, LYON, France",4.8670295,45.7257037
1,Agence Genas,AF17699,Ascenseur,Non,19 bis rue Boiron ,MORNANT,6,SDC Les Papillons,Aurélien GUERIN,"19 bis rue Boiron , MORNANT, France",4.6735622,45.6169085
1,Agence Genas,AF17700,Ascenseur,Non,270 cours Lafayette,LYON,53,SDC Les Jardins de Lafayette,Christopher WILTORD,"270 cours Lafayette, LYON, France",4.8658251,45.7636372
1,Agence Genas,AF17701,Ascenseur,Non,21 rue Saint Antoine,LYON,53,SDC Les Jardins de Lafayette,Christopher WILTORD,"21 rue Saint Antoine, LYON, France",4.8658099,45.7630082
1,Agence Genas,AF17702,Porte basculante,Non,21 rue Saint Antoine,LYON,21,SDC Les Jardins de Lafayette,Romain RICORDEAU ,"21 rue Saint Antoine, LYON, France",4.8658099,45.7630082
1,Agence Genas,AF18703,Ascenseur,Non,3 rue André Janier,Rillieux la Pape,47,SDC Avant Scene,Nefis ALIOUCHE,"3 rue André Janier, Rillieux la Pape, France",4.892176,45.817423
1,Agence Genas,AF18704,Ascenseur,Non,1 rue André Janier,Rillieux la Pape,47,SDC Avant Scene,Nefis ALIOUCHE,"1 rue André Janier, Rillieux la Pape, France",4.89213,45.817487
1,Agence Genas,AF18705,Ascenseur,Non,2518 Route de Strasbourg,Rillieux la Pape,47,SDC Avant Scene,Nefis ALIOUCHE,"2518 Route de Strasbourg, Rillieux la Pape, France",4.8924143,45.817952
1,Agence Genas,AF17708,Ascenseur,Non,386 Avenue Charles de Gaulle,Villieu Loyes Mollon,70,SDC LE CLOS POLLET,Guillaume LANGLOIS,"386 Avenue Charles de Gaulle, Villieu Loyes Mollon, France",5.2222811,45.9192462
1,Agence Genas,AF17709,Porte de garage,Non,386 Avenue Charles de Gaulle,Villieu Loyes Mollon,27,SDC LE CLOS POLLET,Luc CHAROLLAIS,"386 Avenue Charles de Gaulle, Villieu Loyes Mollon, France",5.2222811,45.9192462
1,Agence Genas,AF17710,Ascenseur,Non,70 avenue point du jour,LYON,72,SDC LA FENICE,Nouredine BOUNAAS,"70 avenue point du jour, LYON, France",4.7973122,45.7564856
1,Agence Genas,AF17711,Ascenseur,Non,229 rue Duguesclin,LYON,53,SDC 229 DUGUESCLIN,Christopher WILTORD,"229 rue Duguesclin, LYON, France",4.8492379,45.7591347
1,Agence Genas,AF17713,Ascenseur,Non,3 rue FENELON,LYON,56,SDC 3 RUE FENELON,Yaya DOUCOURE ,"3 rue FENELON, LYON, France",4.843297,45.7642989
1,Agence Genas,AF17714,Ascenseur,Non,11 rue Emile Zola,LYON,56,SDC 11 rue Emile Zola,Yaya DOUCOURE ,"11 rue Emile Zola, LYON, France",4.8327886,45.7592485
1,Agence Genas,AF17723,Portail,Non,"17, rue de la Part Dieu",LYON,21,SDC LE GRIGNAN,Romain RICORDEAU ,"17, rue de la Part Dieu, LYON, France",4.8436309,45.7593839
1,Agence Genas,525780,Rideau,Non,68-72 rue Bataille,LYON,21,SNEF - Marché Orange Bron Fermeture,Romain RICORDEAU ,"68-72 rue Bataille, LYON, France",4.8673575,45.7386975
1,Agence Genas,AF17809,Ascenseur,Non,26 rue Masaryk,LYON,72,SDC 26 rue Masaryk,Nouredine BOUNAAS,"26 rue Masaryk, LYON, France",4.805044,45.7791175
1,Agence Genas,AF17810,Ascenseur,Non,26 Bis rue Masaryk,LYON,72,SDC 26 Bis rue Masaryk,Nouredine BOUNAAS,"26 Bis rue Masaryk, LYON, France",4.805663,45.7789396
1,Agence Genas,AF17811,Monte-Charge,Non,6 rue du Petit David,LYON,56,SOHO Café,Yaya DOUCOURE ,"6 rue du Petit David, LYON, France",4.8324525,45.7619286
1,Agence Genas,AF17812,Porte de garage,Non,26 rue de la Part Dieu,LYON,21,SDC Le Platinium ,Romain RICORDEAU ,"26 rue de la Part Dieu, LYON, France",4.8433805,45.759205
1,Agence Genas,AF17819,Ascenseur,Non,24 rue Paul Bert ,Saint Fons,65,SDC Le Diapason,Khalil BELLAL,"24 rue Paul Bert , Saint Fons, France",4.8587921,45.7072164
1,Agence Genas,AF17829,Ascenseur,Non,111 RUE VENDOME,LYON,56,SDC 111 rue Vendôme,Yaya DOUCOURE ,"111 RUE VENDOME, LYON, France",4.8455077,45.7677781
1,Agence Genas,AF17830,Porte de garage,Non,6 bis allée des Charmilles,SEREZIN DU RHONE,73,SDC Les Jardins de Forcheron ,Yann GENIEIS,"6 bis allée des Charmilles, SEREZIN DU RHONE, France",4.823674,45.6265951
1,Agence Genas,AF17831,Portail,Non,6 bis allée des Charmilles,SEREZIN DU RHONE,73,SDC Les Jardins de Forcheron ,Yann GENIEIS,"6 bis allée des Charmilles, SEREZIN DU RHONE, France",4.823674,45.6265951
1,Agence Genas,AF17833,Ascenseur,Non,109 RUE VENDOME,LYON,56,SDC 109 rue Vendôme,Yaya DOUCOURE ,"109 RUE VENDOME, LYON, France",4.845478,45.7679217
1,Agence Genas,AF17837,Porte de garage,Non,12 rue Dunoir,LYON,21,SDC VENDOME DUNOIR,Romain RICORDEAU ,"12 rue Dunoir, LYON, France",4.8461747,45.7608966
1,Agence Genas,AF17838,Porte de garage,Non,12 rue Dunoir,LYON,21,SDC VENDOME DUNOIR,Romain RICORDEAU ,"12 rue Dunoir, LYON, France",4.8461747,45.7608966
1,Agence Genas,AF17849,Porte de garage,Non,9/11/13 rue de Gerland,LYON,21,SDC LE LAOLA,Romain RICORDEAU ,"9/11/13 rue de Gerland, LYON, France",4.8391471,45.7325845
1,Agence Genas,AF17851,Porte de garage,Non,9/11/13 rue de Gerland,LYON,21,SDC LE LAOLA,Romain RICORDEAU ,"9/11/13 rue de Gerland, LYON, France",4.8391471,45.7325845
1,Agence Genas,AF17852,Porte de garage,Non,9/11/13 rue de Gerland,LYON,21,SDC LE LAOLA,Romain RICORDEAU ,"9/11/13 rue de Gerland, LYON, France",4.8391471,45.7325845
1,Agence Genas,AF17853,Porte de garage,Non,9/11/13 rue de Gerland,LYON,21,SDC LE LAOLA,Romain RICORDEAU ,"9/11/13 rue de Gerland, LYON, France",4.8391471,45.7325845
1,Agence Genas,AF18856,Portail,Non,8 - 10 - 12 Rue de Lattre de Tassigny     ,La Mulatière ,73,SDC LA MULATINE,Yann GENIEIS,"8 - 10 - 12 Rue de Lattre de Tassigny     , La Mulatière , France",4.8092389,45.7296855
1,Agence Genas,AF17876,Ascenseur,Non,36 rue Richelieu,Villeurbanne,27,CENTRE D'HEBERGEMENT LE RICHELIEU,Luc CHAROLLAIS,"36 rue Richelieu, Villeurbanne, France",4.876785,45.7587992
1,Agence Genas,AF17877,Porte automatique,Non,71 Avenue Berthelot,LYON,21,SAS LAME,Romain RICORDEAU ,"71 Avenue Berthelot, LYON, France",4.8428411,45.7450422
1,Agence Genas,AF17878,Porte automatique,Non,71 Avenue Berthelot,LYON,21,SAS LAME,Romain RICORDEAU ,"71 Avenue Berthelot, LYON, France",4.8428411,45.7450422
1,Agence Genas,AF17879,Rideau,Non,71 Avenue Berthelot,LYON,21,SAS LAME,Romain RICORDEAU ,"71 Avenue Berthelot, LYON, France",4.8428411,45.7450422
1,Agence Genas,AF17880,Rideau,Non,71 Avenue Berthelot,LYON,21,SAS LAME,Romain RICORDEAU ,"71 Avenue Berthelot, LYON, France",4.8428411,45.7450422
1,Agence Genas,AF17897,Ascenseur,Non,25 Rue Léo et Maurice Trouilhet,LYON,45,Ecole Privée Saint Maurice,Mohamed BESSAFI,"25 Rue Léo et Maurice Trouilhet, LYON, France",4.868533,45.7437506
1,Agence Genas,AM27747X,EPMR elevtr pr pers a mobilité reduite,Non,PLACE BRILLAT SAVARIN,CHAMPAGNE VALROMEY,70,Marché Crédit Agricole ,Guillaume LANGLOIS,"PLACE BRILLAT SAVARIN, CHAMPAGNE VALROMEY, France",5.6785216,45.9047187
1,Agence Genas,AM37990X,EPMR elevtr pr pers a mobilité reduite,Non,Rue Du Commerce, Villars-les-Dombes,70,Marché Crédit Agricole ,Guillaume LANGLOIS,"Rue Du Commerce,  Villars-les-Dombes, France",5.0284554,46.0021189
1,Agence Genas,CN092B,EPMR elevtr pr pers a mobilité reduite,Non,"3, rue de Bellevue",OYONNAX,48,RESIDENCE ETUDIANTE,Paul SAULNIER,"3, rue de Bellevue, OYONNAX, France",5.650625,46.254645
1,Agence Genas,AF171349,Portail,Non,"64, Rue des Grands Chênes ",MONTBRISON,25,MTO - POLE EMPLOI,Bruno THOLY ,"64, Rue des Grands Chênes , MONTBRISON, France",4.0954217,45.599898
1,Agence Genas,AF171350,Porte automatique,Non,"64, Rue des Grands Chênes ",MONTBRISON,25,MTO - POLE EMPLOI,Bruno THOLY ,"64, Rue des Grands Chênes , MONTBRISON, France",4.0954217,45.599898
1,Agence Genas,AF171386,Ascenseur,Non,8 rue Pierre Robin ,LYON,45,SDC Le Tradition,Mohamed BESSAFI,"8 rue Pierre Robin , LYON, France",4.8580136,45.7494558
1,Agence Genas,AF171387,Ascenseur,Non,10 rue Pierre Robin ,LYON,45,SDC Le Tradition,Mohamed BESSAFI,"10 rue Pierre Robin , LYON, France",4.8577523,45.7493056
1,Agence Genas,AF171388,Ascenseur,Non,12 rue Pierre Robin ,LYON,45,SDC Le Tradition,Mohamed BESSAFI,"12 rue Pierre Robin , LYON, France",4.8576104,45.749279
